凱帕	Kepa	케파
單手劍補助	One-handed Sword Sub	한손검 보조
弩弓短劍	Crossbow Dagger	쇠뇌 단검
單手槍短劍	One-handed Spear Dagger	한손창 단검
單手槍補助	One-handed Spear Sub	한손창 보조
鈍器短劍	Blunt Dagger	둔기 단검
鈍器補助	Blunt Sub	둔기 보조
細劍盾牌	Rapier Shield	레이피어 방패
細劍短劍	Rapier Dagger	레이피어 단검
細劍輔助	Rapier Sub	레이피어 보조
弩弓重砲	Crossbow Cannon	쇠뇌 캐논
弩箭手槍	Crossbow Pistol	쇠뇌 권총
單手劍 手槍	One-handed Sword Pistol	한손검 권총
單手槍 手槍	One-handed Spear Pistol	한손창 권총
裝備細劍手槍	Rapier Pistol	레이피어 권총
單手弓 單手劍	One hand bow One hand sword	한손활 한손검
雙手鈍器	Two-handed Blunt Weapon	양손둔기
上週拓本第1名	Rubbing 1st place for the last week	저번주 탁본 1위
優惠寵物	Premium Companion	프리미엄 컴패니언
男-劍士	Male - Warrior	남-전사
男-魔法師	Male - Wizard	남-마법사
男-弓箭手	Male - Archer	남-궁수
男-聖職者	Male - Cleric	남-성직자
男-共用	Male - Common	남-공용
女-劍士	Female - Warrior	여-전사
女-魔法師	Female - Wizard	여-마법사
女-弓箭手	Female - Archer	여-궁수
女-聖職者	Female - Cleric	여-성직자
女-共用	Female - Common	여-공용
男性髮型	Male Hairstyle	남성 헤어
女性髮型	Female Hairstyle	여성 헤어
放大片	Colored Lenses	컬러 렌즈
染色藥	Dye	염색약
擊殺怪物	Kill Monster	몬스터를 죽임
攻擊怪物	Attack Monster	몬스터를 공격
擊殺玩家	Kill Player	플레이어를 죽임
攻擊玩家	Attack Player	플레이어를 공격
死亡	Death	죽음
變更session值	Changed a session value	세션값이 변경
確認怪物的值	Check monster's value	몬스터의 값 체크
怪物的	Monster's	몬스터의
輸入property名稱	Enter property name	프로퍼티이름 입력
數值輸入	Value input	값입력
比較角色的值和怪物的值	Value comparison of character and monster	캐릭터의 값과 몬스터의 값 비교
角色的	Character's	캐릭터의
確認怪物的位置	Monster location check	몬스터의 위치 체크
輸入基準座標	Basic coordinate input	기준좌표입력
確認session值	Session value check	세션 값 체크
session的	Session's	세션의
確認角色的值	Character's value check	캐릭터의 값 체크
變更session的值	Change session value	세션의 값을 변경
依照傷害多少變更 session值	Change session value by damage	데미지만큼 세션값을 변경
值 + 傷害 * 	Value + Damage *	값 + 데미지 * 
活下來，並移動至特定座標	Move to a certain coordinate after saving	살려서 특정 좌표로 이동
輸入HP	Enter HP	HP입력
輸入座標 (以滑鼠點選即可)	Enter coordinates	좌표입력 (마우스로 찍어도 됨)
葛羅貝斯	Gloves	글로베스
菲黛米亞	Fidelmia	피델미아
聖伊格那堤歐斯	Saint Ignatius	성 이그나티우스
奧施莉奈	Ausrine	아우슈리네
澤米娜	Zemyna	제미나
大地女神	Goddess of Earth	대지의 여신.
達莉雅	Dalia	달리아
智慧女神	Goddess of Wisdom	지혜의 여신
凱薩琳	Catherine	캐서린
艾巴	Evan	에반
受到凱薩琳虐待的受氣包。	Fair game be abused	캐서린에게 구박만 받는 동네북.
梅伊班	Maven	메이번
巴魯塔斯的好友。	Bartas' Friend	바르타스의 친구.
巴魯塔斯	Bartas	바르타스
露娜的父親	Luna's Father	루나의 아버지다.
露娜	Luna	루나
巴魯塔斯的女兒。	Bartas' Daughter	바르타스의 딸.
夏莉絲	Cherise	셰리스
羅伊	Roy	로이
製作書-橡樹木材	Recipe - Oak Wood	제작서-떡갈나무 목재
製作書-蠟樹木材	Recipe - Ash Wood	제작서-물푸레나무 목재
製作書-松樹木材	Recipe - Pine Wood	제작서-소나무 목재
製作書-杉樹木材	Recipe - Cedar Wood	제작서-삼나무 목재
製作書-德雷克肩章	Recipe - Drake Epaulet	제작서-드레이크 견장
可以製作材料的製作書	Recipe for crafting materials	재료를 만들 수 있는 제작서
製作書-白色黏液	Recipe - White Mucus	제작서-하얀 점액
製作書-佛羅勒	Recipe - Florr	제작서-플로르
製作書-粗糙骨粉	Recipe - Rough Bone Powder	제작서-거친 뼛가루
製作書-青筋	Recipe - Tendon	제작서-힘줄
製作書-魔力儲存器	Recipe - Spell Device	제작서-마력 저장기
製作書-派伊羅石	Recipe - Pyrostone	제작서-파이로스톤
製作書-克里歐石	Recipe - Cryostone	제작서-크리오스톤
製作書-硬化劑	Recipe - Hardener	제작서-경화제
製作書-堅韌青筋	Recipe - Tough Tendon	제작서-질긴 힘줄
製作書-樹脂鹽酸	Recipe - Resinate	제작서-레지네이트
製作書-老舊權杖復原書	Recipe - Old Cane Restoration Tome	제작서-오래된 지팡이 복원서
製作書-試劑	Recipe - Reagent	제작서-시약
製作書-學院	Recipe - Academy	제작서-아카데미
製作書-鐵匠工場	Recipe - Forge	제작서-포지
製作書-盾牌充電器	Recipe - Shield Charger	제작서-쉴드 차져
製作書-松糕	Recipe - Sweet Dumpling	제작서-송편
期限內未使用系統回收。	 N/A	 - (10월 6일 일괄 삭제됩니다.)
製作書-大王松糕	Recipe - Jumbo Dumpling	제작서-대왕 송편
製作書-副本掃盪劵(2星)	Recipe - Instance Clear Voucher (2 Stars)	제작서-인스턴스 던전 소탕권 (2성)
製作書-副本掃盪劵(3星)	Recipe - Instance Clear Voucher (3 Stars)	제작서-인스턴스 던전 소탕권 (3성)
製作書-神祕寶箱	Recipe - Mystical Cube	제작서-신비한 상자
製作書-神祕寶箱製作書	Recipe - Mystical Cube Recipe	제작서-신비한 상자의 제작서
製作書-邪靈祭司人偶	Recipe - Bokor Doll	제작서-보코르 인형
製作書-解毒劑	Recipe - Antidote	제작서-해독제
製作書-雪德利佳伊拉的寶珠	Recipe - Svitrigaila's Orb	제작서-쉬트리가일라의 오브
製作書-保護結界水晶	Recipe - Protection Barrier Crystal	제작서-보호 결계 수정
可以製作保護結界水晶的製作書	A recipe to create a Protection Barrier Crystal	보호 결계 수정을 만들 수 있는 제작서
製作書-斥侯大師的特製祕藥	Recipe - Scout Master's Special Medicine	제작서-스카우트 마스터의 특제 비약
可以製作斥侯大師的特制祕藥的製作書	A recipe to create the Scout Master's special medicine	스카우트 마스터의 특제 비약을 만들 수 있는 제작서
製作書-看得見字的卷軸	Recipe - Letter Scroll	제작서-글자가 보이는 두루마리
能夠看見隱藏在空白卷軸上的文字製作書	A recipe to reveal the hidden letters on the empty scroll	빈 두루마리에 숨겨진 글자가 보이게 할 수 있는 제작서
製作書-x4 經驗之書	Recipe - x4 EXP Tome	제작서-x4 경험의 서
製作書-x8 經驗之書	Recipe - x8 EXP Tome	제작서-x8 경험의 서
製作書-真實之鏡	Recipe - Mirror of Truth	제작서-진실의 거울
製作書-愛的巧克力配方	Recipe - Valentine Chocolates Recipe	제작서-사랑의 초콜릿 레서피
製作書-棒棒糖套裝	Recipe - Candy Basket	제작서-사탕 세트
製作書-女神的祝福石	Recipe - Goddesses' Blessed Gem	제작서-여신의 축복석
製作書-消除魔法炸彈	Recipe - Magic Nullification Bomb	제작서-마법 제거 폭탄
製作書-蘊含湖水靈氣的樹液	Recipe - Infused Lakeland Sap	제작서-호수의 정기를 담은 수액
製作書-粽子	Recipe - Zongzi	제작서-쫑쯔 레서피
製作書-不祥的靈魂水晶	Recipe - Ominous Spirit Crystal	제작서-불길한 영혼 수정
製作書-遠征隊傳送石	Recipe - Raid Portal Stone	제작서-레이드 포탈 스톤
可製作充滿可疑氣息的希埃拉的製作書	A recipe to craft Sierra with suspicious energy	수상한 기운이 감도는 시에라를 만들 수 있는 제작서
製作書-老舊的黃金鑲嵌槽	Recipe - Ancient Golden Socket	제작서-오래된 황금 소켓
可製作道具的製作書	Item recipe	아이템을 만들 수 있는 제작서
製作書-貝特雷敏礦石	Recipe - Pheltremin	제작서-펠트레민
製作書-烏斯托馬伊特金屬	Recipe - Ulstermite	제작서-울스터마이트
製作書-波形刀	Recipe - Kris	제작서-크리스
製作書-摩普拉長劍	Recipe - Moplah	제작서-모플라
製作書-潘圖劍	Recipe - Panto Sword	제작서-판토 소드
製作書-銀光偃月刀	Recipe - Silver Falchion	제작서-실버 폴쳔
製作書-金光偃月刀	Recipe - Golden Falchion	제작서-골든 폴쳔
製作書-佛羅納斯軍刀	Recipe - Flonas Sabre	제작서-플로나스 사브르
製作書-法師刀鋒劍	Recipe - Wizard Blade	제작서-위저드 블레이드
製作書-奧茲塔斯劍	Recipe - Austas	제작서-아우스타스
製作書-米斯卡斯軍刀	Recipe - Miskas Sabre	제작서-미스카스 사브르
製作書-崔妮蒂劍	Recipe - Trinity Sword	제작서-트리니티 소드
製作書-貝爾尼烏波劍	Recipe - Velniup	제작서-벨니웁
製作書-福爾蒂斯	Recipe - Fortis	제작서-포르티스
製作書-邊特拉斯劍	Recipe - Bendras Sword	제작서-벤드라스 소드
製作書-伊利智亞神劍	Recipe - Illizia	제작서-일리지아
製作書-阿拉斯的偃月刀	Recipe - Aras' Falchion	제작서-아라스의 폴쳔
製作書-史密斯劍	Recipe - Smith Sword	제작서-스미스 소드
製作書-葛拉比斯劍	Recipe - Klavis Sword	제작서-클라비스 소드
製作書-小柄	Recipe - Kozuka	제작서-코주카
製作書-闊刃彎刀	Recipe - Badelaire	제작서-바들레르
製作書-賽伊夫劍	Recipe - Saif	제작서-사이프
製作書-克里希馬德禮劍	Recipe - Colichemarde	제작서-콜리슈마르드
製作書-菲蘭奇劍	Recipe - Firangi	제작서-피란기
製作書-射擊卡特短劍	Recipe - Thorn Cutter	제작서-쏜 커터
製作書-黛米溫劍	Recipe - Demion Sword	제작서-데미온소드
製作書-艾沙奇烏劍	Recipe - Escanciu Sword	제작서-에산치우 소드
製作書-克雷格劍	Recipe - Krag Sword	제작서-크래그 소드
製作書-朝聖者劍	Recipe - Pilgrim Sword	제작서-필그림 소드
製作書-伊斯托拉劍	Recipe - Istora Sword	제작서-이스토라 소드
製作書-柯培倫之劍	Recipe - Koperon Sword	제작서-코페론 소드
製作書-上級柯培倫之劍	Recipe - Superior Koperon Sword	제작서-슈페리어 코페론 소드
製作書-衝擊切刀	Recipe - Shark Cutter	제작서-샤크 커터
製作書-賽伊摩斯劍	Recipe - Seimos Sword	제작서-세이모스 소드
製作書-魯馬劍	Recipe - Ruma Sword	제작서-루마 소드
製作書-瑪加斯劍	Recipe - Magas Sword	제작서-마가스 소드
製作書-地下墓穴之劍	Recipe - Catacombs Blade	제작서-카타콤 블레이드
製作書-比尼柯培倫之劍	Recipe - Vienie Koperon Sword	제작서-비니 코페론 소드
製作書-優黛雷單刃刀	Recipe - Futere Scimitar	제작서-퓨테레 시미터
製作書-魔氣彎刀	Recipe - Magi Shamshir	제작서-마기 샴시르
製作書-皮雷納劍	Recipe - Pierene Sword	제작서-피레네 소드
製作書-艾布都查單手劍	Recipe - Abdochar	제작서-아브도챠
製作書-摩西尼奧斯劍	Recipe - Masinios Sword	제작서-마시니오스 소드
製作書-黃金劍	Recipe - Caliburn	제작서-칼리번
製作書-霸刀	Recipe - Ilwoon	제작서-일룬
製作書-潛能之劍	Recipe - Potentia	제작서-포텐티아
製作書-迪德爾巨劍	Recipe - Didel Colossus	제작서-디델 콜로서스
製作書-霍克瑪名家劍	Recipe - Hogma Greatsword	제작서-호그마 그레이트 소드
製作書-高加索短劍	Recipe - Kindzal	제작서-킨드잘
製作書-暮色雙手劍	Recipe - Prieblanda	제작서-프리에블란다
製作書-拉比斯德式鬥劍	Recipe - Lapis Katzbalger	제작서-라피스 카츠발게르
製作書-弗拉米尼劍	Recipe - Flamini	제작서-플라미니
製作書-法師殺戮劍	Recipe - Wizard Slayer	제작서-위저드 슬레이어
製作書-那柯堤斯	Recipe - Naktis	제작서-나크티스
製作書-魯西杜斯劍	Recipe - Luciduce	제작서-루시두스
製作書-天堂地獄劍	Recipe - Hell and Heaven	제작서-헬 엔드 헤븐
製作書-努爾利斯劍	Recipe - Nulis	제작서-눌리스
製作書-史密斯雙手劍	Recipe - Smith Two-handed Sword	제작서-스미스 투 핸드 소드
製作書-葛拉比斯雙手劍	Recipe - Klavis Two-handed Sword	제작서-클라비스 투 핸드 소드
製作書-名家劍	Recipe - Greatsword	제작서-그레이트 소드
製作書-德式鬥劍	Recipe - Katzbalger	제작서-카츠발게르
製作書-禮服佩劍	Recipe - Dress Sword	제작서-드레스 소드
製作書-日爾曼雙手大劍	Recipe - Zweihander	제작서-쯔바이핸더
製作書-死刑之劍	Recipe - Executioner's Sword	제작서-엑스큐셔너스 소드
製作書-盧邁雙手劍	Recipe - Lumai Two-handed Sword	제작서-루마이 투 핸드 소드
製作書-奧弗匕首	Recipe - Overknife	제작서-오버나이프
製作書-艾沙奇烏雙手劍	Recipe - Escanciu Two-handed Sword	제작서-에산치우 투 핸드 소드
製作書-克雷格雙手劍	Recipe - Krag Two-handed Sword	제작서-크래그 투 핸드 소드
製作書-朝聖者雙手劍	Recipe - Pilgrim Two-handed Sword	제작서-필그림 투 핸드 소드
製作書-伊斯托拉雙手劍	Recipe - Istora Two-handed Sword	제작서-이스토라 투 핸드 소드
製作書-雙刀刃	Recipe - Twin Blade	제작서-트윈 블레이드
製作書-上級雙刀刃	Recipe - Superior Twin Blade	제작서-슈페리어 트윈 블레이드
製作書-破魔之劍	Recipe - Spell Breaker	제작서-스펠 브레이커
製作書-賽伊摩斯雙手劍	Recipe - Seimos Two-handed Sword	제작서-세이모스 투 핸드 소드
製作書-堤爾利雙手劍	Recipe - Tilly Two-handed Sword	제작서-틸리 투 핸드 소드
製作書-卡斯堤雙手劍	Recipe - Khasti Two-handed Sword	제작서-카스티 투 핸드 소드
製作書-瑪加雙手劍	Recipe - Magi Two-handed Sword	제작서-마가 투 핸드 소드
製作書-杜里斯雙劍	Recipe - Duris Twin Blade	제작서-듀리스 트윈 블레이드
製作書-艾奇盧邁雙手劍	Recipe - Eki Lumai Two-handed Sword	제작서-에키 루마이 투 핸드 소드
製作書-比尼雙刀刃	Recipe - Vienie Twin Blade	제작서-비니 트윈 블레이드
製作書-蓋伊實萊修	Recipe - Gale Slasher	제작서-게일 슬래셔
製作書-薩克米斯	Recipe - Sarkmis	제작서-사크미스
製作書-摩西尼奧斯雙手劍	Recipe - Masinios Two-handed Sword	제작서-마시니오스 투 핸드 소드
製作書-符文權杖	Recipe - Rune Rod	제작서-룬 로드
製作書-戰鬥權杖	Recipe - Battle Rod	제작서-배틀 로드
製作書-冰凍權杖	Recipe - Ice Rod	제작서-아이스 로드
製作書-火焰權杖	Recipe - Fire Rod	제작서-파이어 로드
製作書-魔法權杖	Recipe - Magic Rod	제작서-매직 로드
製作書-克里那斯權杖	Recipe - Grynas Rod	제작서-그리나스 로드
製作書-亞克權杖	Recipe - Arch Rod	제작서-아크 로드
製作書-黛梅雷權杖	Recipe - Temere	제작서-테메레
製作書-製作書-燃燒權杖	Recipe - Ignition	제작서-이그니션
製作書-製作書-賽克雷頓權杖	Recipe - Secretum	제작서-세크레툼
製作書-製作書-札伊瑪權杖	Recipe - Zaima	제작서-자이마
製作書-阿拉斯的長型權杖	Recipe - Aras' Long Rod	제작서-아라스의 롱 로드
製作書-史密斯權杖	Recipe - Smith Rod	제작서-스미스 로드
製作書-葛拉比斯權杖	Recipe - Klavis Rod	제작서-클라비스 로드
製作書-蛇形權杖	Recipe - Snake Rod	제작서-스네이크 로드
製作書-奧爾特權杖	Recipe - Alter Rod	제작서-알터 로드
製作書-納爾特權杖	Recipe - Nald Rod	제작서-날드 로드
製作書-埃爾德權杖	Recipe - Elder Rod	제작서-엘더 로드
製作書-流星權杖	Recipe - Meteor Rod	제작서-미티어 로드
製作書-環形權杖	Recipe - Ring Rod	제작서-링 로드
製作書-奴隸權杖	Recipe - Servant Rod 	제작서-서번트 로드
製作書-艾沙奇烏權杖	Recipe - Escanciu Rod	제작서-에산치우 로드
製作書-克雷格權杖	Recipe - Krag Rod	제작서-크래그 로드
製作書-朝聖者權杖	Recipe - Pilgrim Rod	제작서-필그림 로드
製作書-伊斯托拉權杖	Recipe - Istora Rod	제작서-이스토라 로드
製作書-日冕權杖	Recipe - Corona Rod	제작서-코로나 로드
製作書-上級日冕權杖	Recipe - Superior Corona Rod	제작서-슈페리어 코로나 로드
製作書-圓環權杖	Recipe - Circle Rod	제작서-서클 로드
製作書-賽伊摩斯權杖	Recipe - Seimos Rod	제작서-세이모스 로드
製作書-堤爾利權杖	Recipe - Tilly Rod	제작서-틸리 로드
製作書-卡斯堤權杖	Recipe - Khasti Rod	제작서-카스티 로드
製作書-瑪加權杖	Recipe - Maga Rod	제작서-마가 로드
製作書-比特日冕權杖	Recipe - Vitt Corona Rod	제작서-비트 코로나 로드
製作書-杜里斯戰鬥權杖	Recipe - Duris Battle Rod	제작서-듀리스 배틀 로드
製作書-亞蒂蛇形權杖	Recipe - Artie Snake Rod	제작서-아티 스네이크 로드
製作書-溫迪亞權杖	Recipe - Windia Rod	제작서-윈디아 로드
製作書-榮耀之心	Recipe - Heart of Glory	제작서-하트 오브 글로리
製作書-摩西尼奧斯權杖	Recipe - Masinios Rod	제작서-마시니오스 로드
製作書-幾何法杖	Recipe - Geometry Staff	제작서-지오매트리 스태프
製作書-暴風法杖	Recipe - Storm Staff	제작서-스톰 스태프
製作書-露達斯法杖	Recipe - Ludas Staff	제작서-루다스 스태프
製作書-莎塔斯法杖	Recipe - Saltas Staff	제작서-살타스 스태프
製作書-卡洛斯圖法杖	Recipe - Karsto Staff	제작서-카르스토 스태프
製作書-艾斯貝達法杖	Recipe - Expecta Staff	제작서-엑스펙타 스태프
製作書-黑色法杖	Recipe - Black Staff	제작서-블랙 스태프
製作書-威爾希法杖	Recipe - Welsh Staff	제작서-웰시 스태프
製作書-燭火法杖	Recipe - Candle Staff	제작서-캔들 스태프
製作書-奧德拉法杖	Recipe - Audra	제작서-아우드라
製作書-向日葵法杖	Recipe - Sunflower	제작서-선플라워
製作書-瑪雷杜姆法杖	Recipe - Maledoom	제작서-말레둠
製作書-阿爾卡法杖	Recipe - Arca Staff	제작서-아르카 스태프
製作書-拉卡諾斯魂法杖	Recipe - Raganos Horn	제작서-라가노스 혼
製作書-史密斯法杖	Recipe - Smith Staff	제작서-스미스 스태프
製作書-葛拉比斯法杖	Recipe - Klavis Staff	제작서-클라비스 스태프
製作書-德雷克法杖	Recipe - Drake Staff	제작서-드레이크 스태프
製作書-上級德雷克法杖	Recipe - Superior Drake Staff	제작서-슈페리어 드레이크 스태프
製作書-十字法杖	Recipe - Cross Staff	제작서-크로스 스태프
製作書-上級十字法杖	Recipe - Superior Cross Staff	제작서-슈페리어 크로스 스태프
製作書-亞斯特洛法杖	Recipe - Astro Staff	제작서-아스트로 스태프
製作書-上級亞斯特洛法杖	Recipe - Superior Astro Staff	제작서-슈페리어 아스트로 스태프
製作書-普庫恩法杖	Recipe - Bokun Staff	제작서-부쿤 스태프
製作書-艾沙奇烏法杖	Recipe - Escanciu Staff	제작서-에산치우 스태프
製作書-克雷格法杖	Recipe - Krag Staff	제작서-크래그 스태프
製作書-朝聖者法杖	Recipe - Pilgrim Staff	제작서-필그림 스태프
製作書-伊斯托拉法杖	Recipe - Istora Staff	제작서-이스토라 스태프
製作書-邪惡法杖	Recipe - Evil Staff	제작서-이블 스태프
製作書-上級邪惡法杖	Recipe - Superior Evil Staff	제작서-슈페리어 이블 스태프
製作書-力量法杖	Recipe - Power Staff	제작서-파워 스태프
製作書-賽伊摩斯法杖	Recipe - Seimos Staff	제작서-세이모스 스태프
製作書-瑪加斯法杖	Recipe - Magas Staff	제작서-마가스 스태프
製作書-地下墓穴法杖	Recipe - Catacombs Staff	제작서-카타콤 스태프
製作書-黛莉斯邪惡法杖	Recipe - Dellis Evil Staff	제작서-델리스 이블 스태프
製作書-冰凍邪惡法杖	Recipe - Ice Evil Staff	제작서-아이스 이블 스태프
製作書-亞蒂鹿角法杖	Recipe - Artie Stag Staff	제작서-아티 스태그 스태프
製作書-彼安那拉吉斯法杖	Recipe - Vienarazis Staff	제작서-비엔나라지스 스태프
製作書-里加德角法杖	Recipe - Regard Horn Staff	제작서-리가드 혼 스태프
製作書-摩西尼奧斯法杖	Recipe - Masinios Staff	제작서-마시니오스 스태프
製作書-窟拉伊爾弓	Recipe - Gulail	제작서-굴라일
製作書-肯達瓦弓	Recipe - Gendawa	제작서-겐다와
製作書-強弓	Recipe - Strong Bow	제작서-스트롱 보우
製作書-鐵弓	Recipe - Iron Bow	제작서-아이언 보우
製作書-鷹弓	Recipe - Hawk Bow	제작서-호크 보우
製作書-狩獵弓	Recipe - Hunting Bow	제작서-헌팅 보우
製作書-野性之弓	Recipe - Savage Bow	제작서-새비지 보우
製作書-蛇形弓	Recipe - Snake Bow	제작서-스네이크 보우
製作書-雷特娜之弓	Recipe - Lethena Bow	제작서-레테나 보우
製作書-狂野汎弓	Recipe - Wildling Bane	제작서-와이들링 베인
製作書-平衡弓	Recipe - Equalizer	제작서-이퀄라이저
製作書-心之探索者弓	Recipe - Heart Seeker	제작서-하트 시커
製作書-毒蛇弓	Recipe - Viper	제작서-바이퍼
製作書-鮮血增益弓	Recipe - Blood Gain	제작서-블러드 게인
製作書-暴風射手弓	Recipe - Tempest Shooter	제작서-템페스트 슈터
製作書-阿拉斯的短弓	Recipe - Aras' Short Bow	제작서-아라스의 숏 보우
製作書-普利弓	Recipe - Pulley Bow	제작서-퓰리 보우
製作書-史密斯弓	Recipe - Smith Bow	제작서-스미스 보우
製作書-葛拉比斯弓	Recipe - Klavis Bow	제작서-클라비스 보우
製作書-反曲弓	Recipe - Recurve Bow	제작서-리커브 보우
製作書-掠奪弓	Recipe - Siege Bow	제작서-시즈 보우
製作書-狙擊弓	Recipe - Sniper Bow	제작서-스나이퍼 보우
製作書-骷髏弓	Recipe - Skull Bow	제작서-스컬 보우
製作書-木頭組合弓	Recipe - Wood Compound Bow	제작서-우든 컴파운드 보우
製作書-標記弓	Recipe - Tag Bow	제작서-태그 보우
製作書-原木弓	Recipe - Rogue Bow	제작서-로그 보우
製作書-艾沙奇烏弓	Recipe - Escanciu Bow	제작서-에산치우 보우
製作書-克雷格弓	Recipe - Krag Bow	제작서-크래그 보우
製作書-朝聖者弓	Recipe - Pilgrim Bow	제작서-필그림 보우
製作書-伊斯托拉弓	Recipe - Istora Bow	제작서-이스토라 보우
製作書-麗奇之弓	Recipe - Wreech Bow	제작서-리치 보우
製作書-上級麗奇之弓	Recipe - Superior Wreech Bow	제작서-슈페리어 리치 보우
製作書-神射之弓	Recipe - Marksman	제작서-마크맨
製作書-賽伊摩斯弓	Recipe - Seimos Bow	제작서-세이모스 보우
製作書-堤爾利弓	Recipe - Tilly Bow	제작서-틸리 보우
製作書-卡斯堤弓	Recipe - Khasti Bow	제작서-카스티 보우
製作書-瑪加弓	Recipe - Maga Bow	제작서-마가 보우
製作書-魔氣卡曼弓	Recipe - Magi Kaman	제작서-마기 카만
製作書-輕巧古里托斯弓	Recipe - Light Gorithos	제작서-라이트 고리토스
製作書-阿弗卡屋雷弓	Recipe - Aufgowle Bow	제작서-아프가울레 보우
製作書-阿斯特拉弓	Recipe - Astra Bow	제작서-아스트라 보우
製作書-摩西尼奧斯弓	Recipe - Masinios Bow	제작서-마시니오스 보우
製作書-石弩	Recipe - Catapult	제작서-캐타펄트
製作書-狙擊十字弓	Recipe - Sniper Crossbow	제작서-스나이퍼 크로스보우
製作書-上級十字弓	Recipe - Superior Crossbow	제작서-슈페리어 크로스보우
製作書-懷特十字弓	Recipe - Wide Crossbow	제작서-와이드 크로스보우
製作書-格蘭德十字弓	Recipe - Grand Cross	제작서-그랜드 크로스
製作書-梅迪納十字弓	Recipe - Medina Crossbow	제작서-메디나 크로스보우
製作書-命中十字弓	Recipe - Accuracy Crossbow	제작서-어큐러시 크로스보우
製作書-古墓十字弓	Recipe - Grave Crossbow	제작서-그레이브 크로스보우
製作書-卡汀槍十字弓	Recipe - Kateen Blaster	제작서-카틴 블라스터
製作書-格拉宙斯弓	Recipe - Grajus	제작서-그라주스
製作書-伊斯巴利堤弩	Recipe - Isbality	제작서-이스발리티
製作書-死亡之弩	Recipe - Morto	제작서-모르토
製作書-史密斯十字弓	Recipe - Smith Crossbow	제작서-스미스 크로스보우
製作書-葛拉比斯十字弓	Recipe - Klavis Crossbow	제작서-클라비스 크로스보우
製作書-勁弩	Recipe - Arbalest	제작서-아바레스트
製作書-佩迪米安砲塔	Recipe - Fedimian Turret	제작서-페디미안 터렛
製作書-老將十字弓	Recipe - Veteran Crossbow	제작서-베테랑 크로스보우
製作書-彈藥射手	Recipe - Bullet Shooter	제작서-뷸렛 슈터
製作書-黑尖弓	Recipe - Black Tip Bow	제작서-블랙 팁 보우
製作書-尖錐十字弓	Recipe - Spiked Crossbow	제작서-스파이크 크로스보우
製作書-滑輪弩	Recipe - Windlass	제작서-윈드래스
製作書-艾沙奇烏十字弓	Recipe - Escanciu Crossbow	제작서-에산치우 크로스보우
製作書-克雷格十字弓	Recipe - Krag Crossbow	제작서-크래그 크로스보우
製作書-朝聖者十字弓	Recipe - Pilgrim Crossbow	제작서-필그림 크로스보우
製作書-伊斯托拉十字弓	Recipe - Istora Crossbow	제작서-이스토라 크로스보우
製作書-卡拉恰十字弓	Recipe - Karacha Crossbow	제작서-카라챠 크로스보우
製作書-克雷德射手弓	Recipe - Kracked Shooter	제작서-크랙드 슈터
製作書-上級克雷德射手弓	Recipe - Superior Kracked Shooter	제작서-슈페리어 크랙드 슈터
製作書-盜賊之弩	Recipe - Bandit	제작서-밴딧
製作書-迪德爾格蘭德十字弓	Recipe - Didel Grand Cross	제작서-디델 그랜드 크로스
製作書-賽伊摩斯十字弓	Recipe - Seimos Crossbow	제작서-세이모스 크로스보우
製作書-瑪加斯射手弓	Recipe - Magas Shooter	제작서-마가스 슈터
製作書-地下墓穴射手弓	Recipe - Catacombs Shooter	제작서-카타콤 슈터
製作書-輕巧克雷德射手弓	Recipe - Light Kracked Shooter	제작서-라이트 크랙드 슈터
製作書-阿達塔齒輪弩	Recipe - Adata Cranequin	제작서-아다타 크래인퀸
製作書-迪德爾克雷德射手弓	Recipe - Didel Kracked Shooter	제작서-디델 크랙드 슈터
製作書-銀鷹十字弓	Recipe - Silver Hawk	제작서-실버 호크
製作書-里加德角十字弓	Recipe - Regard Horn Crossbow	제작서-리가드 혼 크로스보우
製作書-摩西尼奧斯十字弓	Recipe - Masinios Crossbow	제작서-마시니오스 크로스보우
製作書-巨槌	Recipe - Maul	제작서-마울
製作書-戰鬥鐵錘	Recipe - Battle Hammer	제작서-배틀 해머
製作書-騎兵鐵錘	Recipe - Chekan	제작서-차칸
製作書-次等鐵錘	Recipe - Miner Hammer	제작서-마이너 해머
製作書-5號鐵錘	Recipe - Five Hammer	제작서-파이브 해머
製作書-尖錐鈍器	Recipe - Spiked Mace	제작서-스파이크 메이스
製作書-盾牌破壞者	Recipe - Shield Breaker	제작서-실드 브레이커
製作書-骷髏粉碎者	Recipe - Skull Crusher	제작서-스컬 크래셔
製作書-巴爾塔斯晨星錘	Recipe - Valtas Morning Star	제작서-발타스 모닝스타
製作書-上帝重擊棒	Recipe - Holy Smasher	제작서-홀리 스매셔
製作書-卡魯鐵錘	Recipe - Kaloo Hammer	제작서-칼루 해머
製作書-德雷克尾翼棒	Recipe - Drake Tail	제작서-드레이크 테일
製作書-皇家鈍器	Recipe - Royal Mace	제작서-로얄 메이스
製作書-斷頭錘	Recipe - Stunner	제작서-스터너
製作書-瓦利亞錘	Recipe - Valia	제작서-발리아
製作書-阿拉斯鐵槌	Recipe - Aras' Iron Club	제작서-아라스의 아이언 클럽
製作書-史密斯鈍器	Recipe - Smith Mace	제작서-스미스 메이스
製作書-葛拉比斯鈍器	Recipe - Klavis Mace	제작서-클라비스 메이스
製作書-戰鬥巨槌	Recipe - Battle Maul	제작서-배틀 마울
